game_id,game_date,player_id,player_full_name,player_team_id,player_team_name,home_team,opponent_team_id,opponent_team_name,points,rebounds,assists,steals,blocks,fg_percentage,minutes_played
222,2014-05-13,10,Russell Westbrook,8,Denver Nuggets,False,4,Charlotte Hornets,11,4,10,3,3,0.579,40.3
223,2011-01-13,2,Stephen Curry,10,Golden State Warriors,True,23,Philadelphia 76ers,16,8,4,4,1,0.427,33.1
224,2016-10-25,6,Luka Doncic,14,Los Angeles Lakers,True,18,Minnesota Timberwolves,33,12,7,4,3,0.507,30.6
225,2006-12-29,1,LeBron James,14,Los Angeles Lakers,True,4,Charlotte Hornets,10,13,9,2,3,0.563,32.7
226,2008-10-12,3,Jayson Tatum,2,Boston Celtics,True,5,Chicago Bulls,14,6,4,4,2,0.448,30.6
227,2018-04-08,10,Russell Westbrook,8,Denver Nuggets,False,12,Indiana Pacers,21,4,3,2,0,0.578,32.4
228,2019-04-26,5,Nikola Jokic,8,Denver Nuggets,True,2,Boston Celtics,14,3,8,4,3,0.546,40.2
229,2014-12-08,9,Kawhi Leonard,13,LA Clippers,True,23,Philadelphia 76ers,27,3,8,1,2,0.577,36.3
230,2015-01-03,6,Luka Doncic,14,Los Angeles Lakers,False,24,Phoenix Suns,13,6,9,1,1,0.581,38.5
231,2015-03-03,7,Kyrie Irving,7,Dallas Mavericks,False,14,Los Angeles Lakers,35,4,3,3,2,0.591,32.7
232,2014-10-22,1,LeBron James,14,Los Angeles Lakers,True,28,Toronto Raptors,33,6,4,1,1,0.435,40.5
233,2012-11-22,6,Luka Doncic,14,Los Angeles Lakers,True,12,Indiana Pacers,24,3,8,2,3,0.584,39.5
234,2021-03-12,9,Kawhi Leonard,13,LA Clippers,True,11,Houston Rockets,20,10,8,4,0,0.506,39.7
235,2023-09-30,3,Jayson Tatum,2,Boston Celtics,True,14,Los Angeles Lakers,40,8,5,1,3,0.512,34.2
236,2021-04-05,3,Jayson Tatum,2,Boston Celtics,True,19,New Orleans Pelicans,20,7,8,5,2,0.455,32.8
237,2024-02-06,7,Kyrie Irving,7,Dallas Mavericks,True,27,San Antonio Spurs,10,11,9,1,1,0.6,34.2
238,2011-07-31,9,Kawhi Leonard,13,LA Clippers,False,2,Boston Celtics,16,8,4,4,0,0.556,32.8
239,2012-08-06,10,Russell Westbrook,8,Denver Nuggets,True,5,Chicago Bulls,16,11,6,3,1,0.428,38.9
240,2014-09-20,5,Nikola Jokic,8,Denver Nuggets,False,24,Phoenix Suns,37,15,6,3,0,0.582,33.0
241,2009-03-09,1,LeBron James,14,Los Angeles Lakers,True,8,Denver Nuggets,16,14,4,5,3,0.514,30.3
242,2021-04-24,9,Kawhi Leonard,13,LA Clippers,True,28,Toronto Raptors,34,4,3,4,0,0.529,37.7
243,2009-05-27,4,Jaylen Brown,2,Boston Celtics,True,22,Orlando Magic,39,11,9,4,3,0.505,37.7
244,2009-02-20,7,Kyrie Irving,7,Dallas Mavericks,True,11,Houston Rockets,26,5,10,2,2,0.546,39.6
245,2020-09-10,1,LeBron James,14,Los Angeles Lakers,False,15,Memphis Grizzlies,25,4,6,4,0,0.5,32.2
246,2018-06-30,1,LeBron James,14,Los Angeles Lakers,False,19,New Orleans Pelicans,22,10,7,5,0,0.455,32.5
247,2010-08-14,9,Kawhi Leonard,13,LA Clippers,False,6,Cleveland Cavaliers,19,14,7,1,3,0.529,39.8
248,2014-04-06,10,Russell Westbrook,8,Denver Nuggets,True,13,LA Clippers,22,3,7,2,0,0.466,40.1
249,2011-12-06,8,Anthony Davis,7,Dallas Mavericks,False,21,Oklahoma City Thunder,14,12,6,0,1,0.468,35.4
250,2013-06-11,9,Kawhi Leonard,13,LA Clippers,False,9,Detroit Pistons,27,13,10,5,2,0.581,37.0
251,2021-07-10,6,Luka Doncic,14,Los Angeles Lakers,True,2,Boston Celtics,30,6,10,5,1,0.407,32.6
252,2019-08-31,9,Kawhi Leonard,13,LA Clippers,True,10,Golden State Warriors,28,8,8,0,3,0.534,31.8
253,2022-04-16,4,Jaylen Brown,2,Boston Celtics,False,16,Miami Heat,23,11,3,2,3,0.523,32.8
254,2012-10-27,2,Stephen Curry,10,Golden State Warriors,False,29,Utah Jazz,21,10,10,3,0,0.475,32.0
255,2021-05-06,7,Kyrie Irving,7,Dallas Mavericks,False,28,Toronto Raptors,10,13,6,0,2,0.461,35.6
256,2015-04-06,7,Kyrie Irving,7,Dallas Mavericks,True,28,Toronto Raptors,11,13,9,2,0,0.541,33.9
257,2006-10-15,9,Kawhi Leonard,13,LA Clippers,False,16,Miami Heat,24,15,6,3,3,0.533,32.9
258,2006-06-22,3,Jayson Tatum,2,Boston Celtics,False,13,LA Clippers,11,3,8,1,0,0.446,31.9
259,2022-09-24,2,Stephen Curry,10,Golden State Warriors,True,29,Utah Jazz,16,13,10,2,0,0.515,32.3
260,2015-03-11,1,LeBron James,14,Los Angeles Lakers,False,18,Minnesota Timberwolves,27,5,7,4,1,0.428,39.2
261,2014-12-05,6,Luka Doncic,14,Los Angeles Lakers,False,30,Washington Wizards,16,9,6,4,1,0.441,32.3
262,2015-11-16,6,Luka Doncic,14,Los Angeles Lakers,True,5,Chicago Bulls,32,9,9,3,2,0.57,36.9
263,2012-05-21,7,Kyrie Irving,7,Dallas Mavericks,False,24,Phoenix Suns,24,15,9,2,0,0.562,37.4
264,2021-08-10,3,Jayson Tatum,2,Boston Celtics,True,23,Philadelphia 76ers,29,10,6,1,2,0.466,38.3
265,2010-02-27,6,Luka Doncic,14,Los Angeles Lakers,True,10,Golden State Warriors,36,11,4,0,2,0.534,31.9
266,2013-10-06,1,LeBron James,14,Los Angeles Lakers,True,7,Dallas Mavericks,30,3,4,4,0,0.574,36.0
267,2008-11-01,1,LeBron James,14,Los Angeles Lakers,False,20,New York Knicks,39,13,5,4,3,0.428,35.7
268,2009-04-16,5,Nikola Jokic,8,Denver Nuggets,False,26,Sacramento Kings,32,4,5,3,0,0.486,35.8
269,2010-12-12,2,Stephen Curry,10,Golden State Warriors,True,18,Minnesota Timberwolves,38,15,4,5,3,0.431,34.5
270,2009-08-13,8,Anthony Davis,7,Dallas Mavericks,False,4,Charlotte Hornets,38,4,7,4,3,0.553,36.9
271,2012-10-30,7,Kyrie Irving,7,Dallas Mavericks,True,30,Washington Wizards,22,10,3,4,0,0.443,37.0
272,2018-04-28,3,Jayson Tatum,2,Boston Celtics,False,12,Indiana Pacers,28,14,5,3,3,0.592,39.8
273,2008-09-15,7,Kyrie Irving,7,Dallas Mavericks,False,8,Denver Nuggets,35,12,7,5,0,0.475,32.3
274,2018-08-08,2,Stephen Curry,10,Golden State Warriors,True,1,Atlanta Hawks,12,11,7,1,1,0.41,32.1
275,2009-08-24,8,Anthony Davis,7,Dallas Mavericks,False,22,Orlando Magic,40,5,8,2,0,0.516,34.5
276,2025-04-17,4,Jaylen Brown,2,Boston Celtics,False,12,Indiana Pacers,17,4,5,0,2,0.452,40.5
277,2019-05-04,4,Jaylen Brown,2,Boston Celtics,False,26,Sacramento Kings,19,10,8,5,2,0.459,39.9
278,2022-06-15,5,Nikola Jokic,8,Denver Nuggets,True,28,Toronto Raptors,22,14,9,5,0,0.464,31.1
279,2006-04-29,9,Kawhi Leonard,13,LA Clippers,False,22,Orlando Magic,30,10,4,0,2,0.551,31.1
280,2015-06-13,7,Kyrie Irving,7,Dallas Mavericks,False,27,San Antonio Spurs,16,4,4,1,0,0.521,37.2
281,2012-11-21,7,Kyrie Irving,7,Dallas Mavericks,False,5,Chicago Bulls,35,11,10,0,2,0.48,37.9
282,2024-12-02,8,Anthony Davis,7,Dallas Mavericks,True,22,Orlando Magic,10,10,7,5,3,0.542,33.6
283,2019-11-06,10,Russell Westbrook,8,Denver Nuggets,True,6,Cleveland Cavaliers,30,14,5,0,0,0.443,33.8
284,2017-04-28,9,Kawhi Leonard,13,LA Clippers,True,19,New Orleans Pelicans,10,6,6,4,3,0.467,30.8
285,2015-06-23,4,Jaylen Brown,2,Boston Celtics,True,28,Toronto Raptors,40,11,4,4,2,0.588,40.7
286,2021-08-15,3,Jayson Tatum,2,Boston Celtics,True,22,Orlando Magic,39,4,10,1,2,0.428,31.1
287,2011-04-07,9,Kawhi Leonard,13,LA Clippers,True,26,Sacramento Kings,28,8,4,0,3,0.427,31.1
288,2025-02-18,5,Nikola Jokic,8,Denver Nuggets,False,26,Sacramento Kings,35,11,8,4,1,0.529,35.8
289,2024-11-30,9,Kawhi Leonard,13,LA Clippers,True,24,Phoenix Suns,12,9,10,5,1,0.561,33.3
290,2021-10-25,9,Kawhi Leonard,13,LA Clippers,True,20,New York Knicks,40,12,8,5,0,0.56,39.0
291,2008-01-16,4,Jaylen Brown,2,Boston Celtics,True,9,Detroit Pistons,12,10,5,2,0,0.549,32.2
292,2010-04-03,10,Russell Westbrook,8,Denver Nuggets,False,6,Cleveland Cavaliers,11,4,5,5,1,0.407,31.1
293,2022-08-01,6,Luka Doncic,14,Los Angeles Lakers,False,17,Milwaukee Bucks,18,8,7,2,0,0.571,35.4
294,2007-09-11,6,Luka Doncic,14,Los Angeles Lakers,True,17,Milwaukee Bucks,10,10,6,2,1,0.57,33.2
295,2021-03-18,9,Kawhi Leonard,13,LA Clippers,True,29,Utah Jazz,19,15,3,0,1,0.459,31.9
296,2016-09-05,9,Kawhi Leonard,13,LA Clippers,False,15,Memphis Grizzlies,15,11,4,1,3,0.509,37.3
297,2022-06-04,10,Russell Westbrook,8,Denver Nuggets,False,9,Detroit Pistons,40,10,3,2,3,0.457,31.2
298,2019-04-02,7,Kyrie Irving,7,Dallas Mavericks,False,20,New York Knicks,12,6,9,2,3,0.512,34.9
299,2021-09-16,6,Luka Doncic,14,Los Angeles Lakers,True,29,Utah Jazz,37,9,3,4,2,0.447,34.1
300,2016-12-03,2,Stephen Curry,10,Golden State Warriors,True,6,Cleveland Cavaliers,38,15,4,3,2,0.497,33.5
301,2012-10-02,5,Nikola Jokic,8,Denver Nuggets,True,9,Detroit Pistons,15,11,3,4,0,0.511,35.3
302,2020-09-05,6,Luka Doncic,14,Los Angeles Lakers,True,25,Portland Trail Blazers,26,3,6,1,3,0.534,36.7
303,2009-07-01,7,Kyrie Irving,7,Dallas Mavericks,True,9,Detroit Pistons,34,11,7,5,3,0.486,33.1
304,2021-04-18,5,Nikola Jokic,8,Denver Nuggets,True,7,Dallas Mavericks,30,10,3,4,2,0.425,38.9
305,2014-12-17,5,Nikola Jokic,8,Denver Nuggets,True,23,Philadelphia 76ers,10,14,4,3,1,0.523,33.0
306,2009-02-05,8,Anthony Davis,7,Dallas Mavericks,True,11,Houston Rockets,24,4,9,5,1,0.55,36.3
307,2010-11-15,3,Jayson Tatum,2,Boston Celtics,False,28,Toronto Raptors,21,4,5,1,3,0.443,31.4
308,2016-06-19,2,Stephen Curry,10,Golden State Warriors,True,25,Portland Trail Blazers,28,13,8,0,1,0.491,36.5
309,2021-09-27,7,Kyrie Irving,7,Dallas Mavericks,False,22,Orlando Magic,11,12,5,2,0,0.55,36.0
310,2019-02-22,7,Kyrie Irving,7,Dallas Mavericks,True,19,New Orleans Pelicans,20,8,5,0,3,0.505,30.1
311,2009-02-21,2,Stephen Curry,10,Golden State Warriors,True,1,Atlanta Hawks,21,15,4,4,3,0.428,30.8
312,2013-11-07,6,Luka Doncic,14,Los Angeles Lakers,True,7,Dallas Mavericks,23,6,10,0,2,0.472,37.9
313,2014-01-31,7,Kyrie Irving,7,Dallas Mavericks,False,14,Los Angeles Lakers,27,8,7,0,1,0.42,32.5
314,2022-05-12,4,Jaylen Brown,2,Boston Celtics,True,9,Detroit Pistons,16,12,4,0,0,0.478,37.0
315,2007-11-25,6,Luka Doncic,14,Los Angeles Lakers,False,24,Phoenix Suns,40,11,5,3,0,0.569,32.7
316,2011-05-27,3,Jayson Tatum,2,Boston Celtics,False,11,Houston Rockets,15,8,4,0,1,0.421,36.0
317,2018-04-29,6,Luka Doncic,14,Los Angeles Lakers,True,5,Chicago Bulls,27,7,4,5,0,0.406,30.2
318,2016-02-19,9,Kawhi Leonard,13,LA Clippers,False,9,Detroit Pistons,31,9,9,3,0,0.524,39.9
319,2012-08-14,4,Jaylen Brown,2,Boston Celtics,True,7,Dallas Mavericks,34,9,6,1,2,0.555,37.0
320,2020-12-17,7,Kyrie Irving,7,Dallas Mavericks,False,24,Phoenix Suns,21,8,8,5,0,0.522,35.3
321,2025-03-10,9,Kawhi Leonard,13,LA Clippers,False,26,Sacramento Kings,24,5,9,1,1,0.561,34.3
322,2012-03-08,9,Kawhi Leonard,13,LA Clippers,False,8,Denver Nuggets,26,11,6,1,1,0.509,34.7
323,2012-03-23,6,Luka Doncic,14,Los Angeles Lakers,False,6,Cleveland Cavaliers,39,13,4,3,3,0.53,34.5
324,2011-02-19,7,Kyrie Irving,7,Dallas Mavericks,True,24,Phoenix Suns,32,5,6,0,1,0.402,32.2
325,2023-08-22,2,Stephen Curry,10,Golden State Warriors,True,21,Oklahoma City Thunder,31,5,10,3,2,0.562,32.1
326,2018-01-07,6,Luka Doncic,14,Los Angeles Lakers,False,19,New Orleans Pelicans,31,10,4,1,0,0.5,31.8
327,2021-10-27,3,Jayson Tatum,2,Boston Celtics,True,17,Milwaukee Bucks,23,9,9,2,2,0.443,33.0
328,2022-06-02,3,Jayson Tatum,2,Boston Celtics,False,16,Miami Heat,12,6,8,5,1,0.504,39.9
329,2017-11-02,7,Kyrie Irving,7,Dallas Mavericks,True,1,Atlanta Hawks,15,5,4,3,2,0.533,33.0
330,2025-01-15,4,Jaylen Brown,2,Boston Celtics,True,6,Cleveland Cavaliers,32,10,3,5,1,0.424,39.3
331,2008-10-28,8,Anthony Davis,7,Dallas Mavericks,True,17,Milwaukee Bucks,16,7,4,2,0,0.526,38.2
332,2007-11-24,9,Kawhi Leonard,13,LA Clippers,False,8,Denver Nuggets,23,9,7,0,0,0.53,35.3
333,2011-06-08,4,Jaylen Brown,2,Boston Celtics,False,9,Detroit Pistons,30,9,6,2,2,0.514,37.1
334,2020-09-14,1,LeBron James,14,Los Angeles Lakers,False,15,Memphis Grizzlies,24,9,6,1,1,0.423,35.9
335,2021-04-08,10,Russell Westbrook,8,Denver Nuggets,False,10,Golden State Warriors,20,13,9,0,1,0.525,30.5
336,2006-11-20,6,Luka Doncic,14,Los Angeles Lakers,False,23,Philadelphia 76ers,35,11,7,1,1,0.511,38.9
337,2013-05-20,6,Luka Doncic,14,Los Angeles Lakers,False,18,Minnesota Timberwolves,32,4,10,1,3,0.592,32.2
338,2010-08-27,7,Kyrie Irving,7,Dallas Mavericks,True,3,Brooklyn Nets,34,15,6,0,1,0.465,40.0
339,2008-09-10,8,Anthony Davis,7,Dallas Mavericks,True,26,Sacramento Kings,13,8,3,4,3,0.589,30.0
340,2018-05-26,9,Kawhi Leonard,13,LA Clippers,True,11,Houston Rockets,34,14,9,4,0,0.504,30.7
341,2022-01-27,5,Nikola Jokic,8,Denver Nuggets,False,11,Houston Rockets,25,8,5,2,3,0.408,39.8
342,2017-07-15,5,Nikola Jokic,8,Denver Nuggets,True,1,Atlanta Hawks,27,11,6,4,1,0.592,35.1
343,2011-04-06,8,Anthony Davis,7,Dallas Mavericks,True,6,Cleveland Cavaliers,13,5,8,4,0,0.465,34.0
344,2021-05-24,9,Kawhi Leonard,13,LA Clippers,True,11,Houston Rockets,19,12,7,1,1,0.428,31.9
345,2015-07-14,8,Anthony Davis,7,Dallas Mavericks,False,17,Milwaukee Bucks,29,11,3,5,1,0.429,34.2
346,2007-12-14,9,Kawhi Leonard,13,LA Clippers,False,25,Portland Trail Blazers,18,8,7,5,3,0.56,38.2
347,2012-06-01,3,Jayson Tatum,2,Boston Celtics,True,1,Atlanta Hawks,27,4,4,5,1,0.464,36.9
348,2022-04-23,3,Jayson Tatum,2,Boston Celtics,True,29,Utah Jazz,37,13,10,2,0,0.544,36.1
349,2019-06-11,8,Anthony Davis,7,Dallas Mavericks,True,12,Indiana Pacers,24,9,6,3,0,0.481,30.2
350,2019-02-19,7,Kyrie Irving,7,Dallas Mavericks,True,19,New Orleans Pelicans,24,15,8,4,1,0.492,40.6
351,2008-08-19,4,Jaylen Brown,2,Boston Celtics,False,15,Memphis Grizzlies,33,10,5,5,3,0.581,39.4
352,2022-01-22,3,Jayson Tatum,2,Boston Celtics,True,11,Houston Rockets,30,7,9,1,3,0.548,40.0
353,2023-03-26,8,Anthony Davis,7,Dallas Mavericks,True,29,Utah Jazz,10,11,9,4,2,0.495,33.4
354,2021-02-03,8,Anthony Davis,7,Dallas Mavericks,False,30,Washington Wizards,21,3,6,2,2,0.571,34.4
355,2025-04-15,10,Russell Westbrook,8,Denver Nuggets,False,2,Boston Celtics,25,12,10,3,1,0.448,34.5
356,2017-07-05,3,Jayson Tatum,2,Boston Celtics,True,22,Orlando Magic,35,13,8,5,0,0.419,34.3
357,2018-02-18,9,Kawhi Leonard,13,LA Clippers,False,11,Houston Rockets,39,4,3,1,0,0.541,34.3
358,2016-10-22,6,Luka Doncic,14,Los Angeles Lakers,True,28,Toronto Raptors,28,5,4,4,3,0.505,34.3
359,2007-07-26,9,Kawhi Leonard,13,LA Clippers,False,5,Chicago Bulls,33,11,10,3,1,0.555,37.3
360,2023-01-17,6,Luka Doncic,14,Los Angeles Lakers,False,13,LA Clippers,27,13,3,0,3,0.429,36.0
361,2021-06-23,9,Kawhi Leonard,13,LA Clippers,False,9,Detroit Pistons,36,4,3,4,2,0.551,37.0
362,2024-11-09,3,Jayson Tatum,2,Boston Celtics,True,29,Utah Jazz,13,11,3,1,0,0.576,34.5
363,2017-12-28,5,Nikola Jokic,8,Denver Nuggets,True,16,Miami Heat,37,4,10,4,1,0.522,37.1
364,2025-03-25,4,Jaylen Brown,2,Boston Celtics,False,20,New York Knicks,16,8,5,1,3,0.473,34.5
365,2024-03-15,10,Russell Westbrook,8,Denver Nuggets,False,26,Sacramento Kings,18,14,5,4,1,0.597,40.9
366,2013-03-29,3,Jayson Tatum,2,Boston Celtics,True,25,Portland Trail Blazers,12,5,9,4,0,0.448,32.1
367,2008-10-21,3,Jayson Tatum,2,Boston Celtics,False,18,Minnesota Timberwolves,25,4,4,0,1,0.442,40.7
368,2016-12-17,2,Stephen Curry,10,Golden State Warriors,False,4,Charlotte Hornets,23,8,8,3,1,0.473,39.9
369,2017-05-31,7,Kyrie Irving,7,Dallas Mavericks,False,10,Golden State Warriors,25,8,10,5,2,0.552,36.4
370,2010-11-20,5,Nikola Jokic,8,Denver Nuggets,False,26,Sacramento Kings,10,15,3,3,3,0.48,39.2
371,2010-12-14,5,Nikola Jokic,8,Denver Nuggets,False,30,Washington Wizards,31,9,6,4,0,0.59,33.1
372,2013-07-26,10,Russell Westbrook,8,Denver Nuggets,False,12,Indiana Pacers,25,12,8,1,0,0.504,35.9
373,2014-01-03,10,Russell Westbrook,8,Denver Nuggets,False,3,Brooklyn Nets,39,8,5,4,0,0.566,39.1
374,2022-06-14,3,Jayson Tatum,2,Boston Celtics,False,21,Oklahoma City Thunder,31,11,7,2,2,0.54,30.4
375,2021-03-01,2,Stephen Curry,10,Golden State Warriors,True,13,LA Clippers,13,10,3,0,1,0.416,34.2
376,2009-12-28,3,Jayson Tatum,2,Boston Celtics,False,12,Indiana Pacers,19,4,7,0,3,0.552,37.6
377,2015-08-03,8,Anthony Davis,7,Dallas Mavericks,False,22,Orlando Magic,23,10,6,4,1,0.49,39.2
378,2006-06-05,6,Luka Doncic,14,Los Angeles Lakers,False,29,Utah Jazz,23,3,7,2,3,0.441,39.1
379,2011-09-17,3,Jayson Tatum,2,Boston Celtics,True,12,Indiana Pacers,12,8,6,4,2,0.439,30.7
380,2024-09-17,8,Anthony Davis,7,Dallas Mavericks,False,12,Indiana Pacers,26,12,9,4,0,0.481,36.9
381,2020-01-18,6,Luka Doncic,14,Los Angeles Lakers,True,6,Cleveland Cavaliers,36,10,9,0,3,0.466,31.5
382,2007-02-26,3,Jayson Tatum,2,Boston Celtics,True,3,Brooklyn Nets,24,9,5,1,1,0.566,30.3
383,2020-11-14,1,LeBron James,14,Los Angeles Lakers,False,24,Phoenix Suns,21,7,6,4,3,0.531,30.2
384,2007-11-29,2,Stephen Curry,10,Golden State Warriors,False,11,Houston Rockets,27,14,4,2,2,0.402,32.8
385,2021-10-08,4,Jaylen Brown,2,Boston Celtics,False,3,Brooklyn Nets,19,13,3,2,0,0.543,40.2
386,2013-01-04,8,Anthony Davis,7,Dallas Mavericks,False,5,Chicago Bulls,34,14,3,1,2,0.456,35.2
387,2018-09-01,7,Kyrie Irving,7,Dallas Mavericks,True,10,Golden State Warriors,32,3,8,3,0,0.529,39.5
388,2020-07-30,4,Jaylen Brown,2,Boston Celtics,True,5,Chicago Bulls,37,6,8,4,3,0.491,34.1
389,2014-02-15,8,Anthony Davis,7,Dallas Mavericks,False,23,Philadelphia 76ers,24,9,4,1,2,0.429,31.6
390,2025-03-23,10,Russell Westbrook,8,Denver Nuggets,True,3,Brooklyn Nets,22,8,5,0,0,0.561,35.2
391,2012-03-23,2,Stephen Curry,10,Golden State Warriors,False,5,Chicago Bulls,18,10,6,5,2,0.517,31.1
392,2019-03-08,6,Luka Doncic,14,Los Angeles Lakers,True,22,Orlando Magic,37,15,8,2,0,0.404,32.0
393,2007-08-22,7,Kyrie Irving,7,Dallas Mavericks,False,13,LA Clippers,17,3,5,5,2,0.561,40.8
394,2007-08-02,3,Jayson Tatum,2,Boston Celtics,False,30,Washington Wizards,32,5,4,5,3,0.584,40.0
395,2022-09-24,4,Jaylen Brown,2,Boston Celtics,True,5,Chicago Bulls,38,11,5,1,0,0.405,36.3
396,2010-09-10,10,Russell Westbrook,8,Denver Nuggets,False,13,LA Clippers,24,12,9,2,1,0.588,32.3
397,2020-09-15,7,Kyrie Irving,7,Dallas Mavericks,False,23,Philadelphia 76ers,37,7,6,0,3,0.414,31.4
398,2023-05-18,1,LeBron James,14,Los Angeles Lakers,True,26,Sacramento Kings,11,3,8,3,0,0.426,40.9
399,2013-05-30,1,LeBron James,14,Los Angeles Lakers,True,2,Boston Celtics,39,6,5,5,0,0.443,32.6
400,2017-05-04,7,Kyrie Irving,7,Dallas Mavericks,False,10,Golden State Warriors,28,12,7,1,2,0.493,31.2
401,2008-10-23,9,Kawhi Leonard,13,LA Clippers,False,3,Brooklyn Nets,12,10,9,3,2,0.404,31.6
402,2013-05-17,8,Anthony Davis,7,Dallas Mavericks,False,21,Oklahoma City Thunder,10,8,8,2,3,0.56,33.9
403,2010-02-15,7,Kyrie Irving,7,Dallas Mavericks,False,10,Golden State Warriors,30,9,6,2,1,0.403,37.1
404,2015-12-01,10,Russell Westbrook,8,Denver Nuggets,False,28,Toronto Raptors,11,15,3,1,3,0.488,30.5
405,2011-11-28,5,Nikola Jokic,8,Denver Nuggets,False,7,Dallas Mavericks,22,9,8,5,1,0.404,36.1
406,2016-11-09,6,Luka Doncic,14,Los Angeles Lakers,True,4,Charlotte Hornets,11,3,7,2,2,0.528,31.2
407,2025-04-06,9,Kawhi Leonard,13,LA Clippers,False,16,Miami Heat,16,6,10,2,3,0.563,38.9
408,2025-02-01,4,Jaylen Brown,2,Boston Celtics,True,18,Minnesota Timberwolves,14,11,6,3,0,0.495,40.0
409,2006-11-27,4,Jaylen Brown,2,Boston Celtics,True,6,Cleveland Cavaliers,18,14,8,4,0,0.586,33.7
410,2007-09-10,6,Luka Doncic,14,Los Angeles Lakers,True,28,Toronto Raptors,28,4,7,1,2,0.561,30.0
411,2012-08-16,1,LeBron James,14,Los Angeles Lakers,True,21,Oklahoma City Thunder,33,12,5,2,2,0.417,36.7
412,2015-03-06,9,Kawhi Leonard,13,LA Clippers,False,2,Boston Celtics,38,13,3,5,3,0.489,36.2
413,2006-05-26,8,Anthony Davis,7,Dallas Mavericks,True,9,Detroit Pistons,14,8,3,2,3,0.472,36.9
414,2009-04-24,10,Russell Westbrook,8,Denver Nuggets,True,24,Phoenix Suns,31,10,10,5,3,0.541,35.1
415,2010-01-26,4,Jaylen Brown,2,Boston Celtics,False,6,Cleveland Cavaliers,39,4,10,5,1,0.438,39.5
416,2021-09-14,10,Russell Westbrook,8,Denver Nuggets,False,12,Indiana Pacers,38,13,10,0,0,0.453,34.3
417,2023-01-17,9,Kawhi Leonard,13,LA Clippers,False,12,Indiana Pacers,31,11,4,2,2,0.451,37.3
418,2022-10-28,5,Nikola Jokic,8,Denver Nuggets,True,13,LA Clippers,12,11,4,4,3,0.441,36.1
419,2022-06-26,9,Kawhi Leonard,13,LA Clippers,False,28,Toronto Raptors,28,8,4,1,3,0.454,34.2
420,2022-05-31,3,Jayson Tatum,2,Boston Celtics,True,30,Washington Wizards,28,11,9,0,3,0.466,33.0
421,2008-01-18,3,Jayson Tatum,2,Boston Celtics,False,26,Sacramento Kings,30,11,10,2,1,0.442,34.8
422,2023-05-22,5,Nikola Jokic,8,Denver Nuggets,True,3,Brooklyn Nets,14,4,9,4,0,0.491,35.8
423,2023-02-07,1,LeBron James,14,Los Angeles Lakers,False,30,Washington Wizards,37,13,7,5,1,0.481,39.9
424,2015-03-02,10,Russell Westbrook,8,Denver Nuggets,True,26,Sacramento Kings,26,13,4,3,0,0.503,37.8
425,2017-01-28,9,Kawhi Leonard,13,LA Clippers,True,4,Charlotte Hornets,17,4,6,4,3,0.527,40.1
426,2024-01-30,8,Anthony Davis,7,Dallas Mavericks,True,25,Portland Trail Blazers,16,12,5,3,1,0.523,37.1
427,2012-01-03,6,Luka Doncic,14,Los Angeles Lakers,True,1,Atlanta Hawks,13,12,9,3,1,0.42,37.4
428,2021-01-16,8,Anthony Davis,7,Dallas Mavericks,False,5,Chicago Bulls,27,6,10,1,1,0.467,35.6
429,2014-03-30,6,Luka Doncic,14,Los Angeles Lakers,True,15,Memphis Grizzlies,10,6,8,4,2,0.496,35.3
430,2015-06-19,3,Jayson Tatum,2,Boston Celtics,False,9,Detroit Pistons,17,12,4,4,3,0.488,37.4
431,2021-06-24,10,Russell Westbrook,8,Denver Nuggets,False,6,Cleveland Cavaliers,14,8,3,5,0,0.597,33.2
432,2010-05-22,5,Nikola Jokic,8,Denver Nuggets,True,10,Golden State Warriors,24,7,10,5,2,0.591,38.8
433,2018-06-19,3,Jayson Tatum,2,Boston Celtics,False,23,Philadelphia 76ers,40,10,6,4,1,0.425,38.8
434,2011-11-20,3,Jayson Tatum,2,Boston Celtics,False,10,Golden State Warriors,20,3,6,5,3,0.446,34.1
435,2022-12-08,10,Russell Westbrook,8,Denver Nuggets,True,11,Houston Rockets,10,12,10,0,3,0.422,40.2
436,2023-01-03,7,Kyrie Irving,7,Dallas Mavericks,False,9,Detroit Pistons,38,14,5,0,3,0.449,40.8
437,2011-11-13,10,Russell Westbrook,8,Denver Nuggets,True,11,Houston Rockets,40,13,5,0,1,0.486,35.3
438,2017-07-08,1,LeBron James,14,Los Angeles Lakers,True,17,Milwaukee Bucks,22,14,6,0,0,0.501,33.7
439,2024-08-02,4,Jaylen Brown,2,Boston Celtics,True,8,Denver Nuggets,21,7,9,0,0,0.58,33.1
440,2018-04-26,8,Anthony Davis,7,Dallas Mavericks,False,6,Cleveland Cavaliers,12,6,5,3,0,0.591,30.5
441,2016-05-22,10,Russell Westbrook,8,Denver Nuggets,True,9,Detroit Pistons,39,14,7,5,0,0.447,35.8
442,2017-04-01,7,Kyrie Irving,7,Dallas Mavericks,True,24,Phoenix Suns,13,15,5,0,2,0.574,41.0
443,2024-01-24,1,LeBron James,14,Los Angeles Lakers,True,5,Chicago Bulls,17,14,3,5,3,0.596,37.1
444,2015-05-29,9,Kawhi Leonard,13,LA Clippers,True,25,Portland Trail Blazers,14,4,10,1,2,0.523,32.8
