game_id,game_date,player_id,player_full_name,player_team_id,player_team_name,home_team,opponent_team_id,opponent_team_name,points,rebounds,assists,steals,blocks,fg_percentage,minutes_played
224,2010-08-01,3,Jason Tatum,2,Boston Celtics,True,4,Charlotte Hornets,30,4,9,3,3,0.419,34.2
225,2016-07-12,6,Luka Doncic,14,Los Angeles Lakers,True,23,Philadelphia 76ers,19,13,4,3,2,0.411,30.1
226,2013-01-04,7,Kyrie Irving,7,Dallas Mavericks,True,13,LA Clippers,30,11,4,0,0,0.585,40.2
227,2018-12-08,6,Luka Doncic,14,Los Angeles Lakers,True,17,Milwaukee Bucks,23,6,6,2,1,0.541,35.2
228,2022-04-19,1,LeBron James,14,Los Angeles Lakers,False,4,Charlotte Hornets,18,14,6,0,0,0.505,37.8
229,2005-09-13,9,Kawhi Leonard,13,LA Clippers,True,22,Orlando Magic,32,14,6,3,2,0.57,32.3
230,2006-06-06,2,Stephen Curry,10,Golden State Warriors,True,22,Orlando Magic,11,3,6,0,1,0.414,30.0
231,2017-09-19,3,Jason Tatum,2,Boston Celtics,True,18,Minnesota Timberwolves,26,14,10,4,3,0.417,33.6
232,2024-06-07,6,Luka Doncic,14,Los Angeles Lakers,False,22,Orlando Magic,36,13,5,2,3,0.412,32.6
233,2003-05-27,4,Jaylen Brown,2,Boston Celtics,False,3,Brooklyn Nets,27,11,9,5,0,0.508,34.2
234,2008-09-08,4,Jaylen Brown,2,Boston Celtics,True,24,Phoenix Suns,36,9,7,1,2,0.455,37.8
235,2004-10-13,6,Luka Doncic,14,Los Angeles Lakers,True,9,Detroit Pistons,39,13,7,0,1,0.461,32.2
236,2001-01-28,7,Kyrie Irving,7,Dallas Mavericks,True,23,Philadelphia 76ers,40,15,9,2,1,0.482,38.5
237,2012-09-12,4,Jaylen Brown,2,Boston Celtics,True,9,Detroit Pistons,20,6,3,1,3,0.511,36.7
238,2000-08-23,3,Jason Tatum,2,Boston Celtics,False,29,Utah Jazz,30,11,4,3,2,0.426,39.5
239,2005-12-10,10,Russell Westbrook,8,Denver Nuggets,False,13,LA Clippers,26,4,8,4,0,0.504,33.8
240,2009-11-24,1,LeBron James,14,Los Angeles Lakers,False,30,Washington Wizards,13,9,10,4,2,0.436,32.8
241,2018-06-13,10,Russell Westbrook,8,Denver Nuggets,True,28,Toronto Raptors,12,6,5,3,2,0.401,36.8
242,2023-04-21,9,Kawhi Leonard,13,LA Clippers,False,18,Minnesota Timberwolves,26,7,10,3,2,0.487,33.6
243,2021-12-08,8,Anthony Davis,7,Dallas Mavericks,True,10,Golden State Warriors,39,5,7,3,3,0.445,31.5
244,2000-01-29,5,Nikola Jokic,8,Denver Nuggets,True,20,New York Knicks,39,8,4,2,1,0.523,37.5
245,2025-03-02,3,Jason Tatum,2,Boston Celtics,True,24,Phoenix Suns,32,9,3,4,0,0.517,39.4
246,2000-05-30,2,Stephen Curry,10,Golden State Warriors,False,11,Houston Rockets,37,9,7,0,2,0.477,38.4
247,2009-05-18,4,Jaylen Brown,2,Boston Celtics,False,22,Orlando Magic,15,8,7,0,2,0.514,39.6
248,2008-04-09,3,Jason Tatum,2,Boston Celtics,False,5,Chicago Bulls,19,9,9,0,3,0.586,34.0
249,2015-05-19,3,Jason Tatum,2,Boston Celtics,True,26,Sacramento Kings,32,4,8,3,3,0.418,38.6
250,2019-11-11,5,Nikola Jokic,8,Denver Nuggets,True,25,Portland Trail Blazers,10,9,8,5,3,0.58,39.1
251,2009-01-21,2,Stephen Curry,10,Golden State Warriors,True,19,New Orleans Pelicans,36,4,8,3,0,0.411,39.9
252,2023-06-03,10,Russell Westbrook,8,Denver Nuggets,True,21,Oklahoma City Thunder,25,11,10,3,0,0.455,40.1
253,2012-05-27,2,Stephen Curry,10,Golden State Warriors,False,6,Cleveland Cavaliers,23,10,9,0,1,0.595,34.0
254,2011-11-15,9,Kawhi Leonard,13,LA Clippers,True,14,Los Angeles Lakers,11,12,8,1,3,0.541,36.8
255,2018-01-31,3,Jason Tatum,2,Boston Celtics,False,15,Memphis Grizzlies,35,15,8,1,1,0.538,32.2
256,2012-10-26,9,Kawhi Leonard,13,LA Clippers,True,9,Detroit Pistons,22,11,9,5,1,0.463,39.4
257,2010-03-18,5,Nikola Jokic,8,Denver Nuggets,False,27,San Antonio Spurs,31,15,6,2,1,0.589,34.0
258,2010-08-18,6,Luka Doncic,14,Los Angeles Lakers,False,25,Portland Trail Blazers,29,7,6,1,0,0.412,34.2
259,2006-02-20,2,Stephen Curry,10,Golden State Warriors,False,8,Denver Nuggets,29,14,6,2,0,0.599,38.5
260,2016-04-20,1,LeBron James,14,Los Angeles Lakers,False,10,Golden State Warriors,34,3,9,4,0,0.538,36.4
261,2016-03-08,1,LeBron James,14,Los Angeles Lakers,True,20,New York Knicks,19,13,6,3,3,0.437,37.9
262,2014-05-25,2,Stephen Curry,10,Golden State Warriors,False,20,New York Knicks,19,4,9,1,1,0.491,40.5
263,2007-01-15,1,LeBron James,14,Los Angeles Lakers,True,9,Detroit Pistons,22,6,4,0,3,0.596,30.3
264,2016-04-08,8,Anthony Davis,7,Dallas Mavericks,True,29,Utah Jazz,35,13,9,2,1,0.474,30.4
265,2000-05-18,8,Anthony Davis,7,Dallas Mavericks,False,17,Milwaukee Bucks,14,4,10,4,2,0.593,34.8
266,2000-11-20,1,LeBron James,14,Los Angeles Lakers,True,28,Toronto Raptors,32,7,8,3,1,0.598,33.2
267,2009-03-26,1,LeBron James,14,Los Angeles Lakers,True,19,New Orleans Pelicans,21,11,9,1,1,0.517,40.3
268,2004-08-27,10,Russell Westbrook,8,Denver Nuggets,False,24,Phoenix Suns,35,5,7,2,0,0.551,36.2
269,2015-08-03,9,Kawhi Leonard,13,LA Clippers,False,14,Los Angeles Lakers,27,12,9,3,0,0.546,36.4
270,2010-09-16,10,Russell Westbrook,8,Denver Nuggets,False,24,Phoenix Suns,27,12,6,4,0,0.541,36.0
271,2011-12-28,3,Jason Tatum,2,Boston Celtics,False,3,Brooklyn Nets,15,8,3,2,3,0.53,40.0
272,2019-10-28,7,Kyrie Irving,7,Dallas Mavericks,True,4,Charlotte Hornets,12,12,8,2,2,0.527,40.4
273,2015-04-13,6,Luka Doncic,14,Los Angeles Lakers,True,8,Denver Nuggets,22,13,3,4,1,0.448,39.2
274,2018-09-06,3,Jason Tatum,2,Boston Celtics,True,14,Los Angeles Lakers,24,12,4,1,3,0.54,31.1
275,2006-09-15,5,Nikola Jokic,8,Denver Nuggets,True,18,Minnesota Timberwolves,17,8,10,1,0,0.402,35.4
276,2001-04-01,5,Nikola Jokic,8,Denver Nuggets,False,30,Washington Wizards,31,12,3,1,3,0.47,31.9
277,2024-02-19,4,Jaylen Brown,2,Boston Celtics,True,19,New Orleans Pelicans,13,3,6,3,3,0.508,39.4
278,2017-02-28,10,Russell Westbrook,8,Denver Nuggets,True,1,Atlanta Hawks,35,14,5,5,2,0.525,31.2
279,2018-07-18,8,Anthony Davis,7,Dallas Mavericks,True,12,Indiana Pacers,22,9,9,5,2,0.425,37.7
280,2000-04-22,10,Russell Westbrook,8,Denver Nuggets,False,6,Cleveland Cavaliers,37,12,3,4,1,0.58,40.4
281,2015-01-05,10,Russell Westbrook,8,Denver Nuggets,False,27,San Antonio Spurs,27,13,9,1,3,0.575,37.3
282,2010-10-03,7,Kyrie Irving,7,Dallas Mavericks,False,16,Miami Heat,37,14,10,3,2,0.599,34.5
283,2012-02-15,1,LeBron James,14,Los Angeles Lakers,True,20,New York Knicks,29,13,5,0,3,0.424,32.7
284,2002-06-03,9,Kawhi Leonard,13,LA Clippers,False,7,Dallas Mavericks,10,13,5,1,2,0.592,32.7
285,2003-09-28,9,Kawhi Leonard,13,LA Clippers,True,23,Philadelphia 76ers,10,8,4,4,3,0.435,34.2
286,2009-07-10,10,Russell Westbrook,8,Denver Nuggets,True,9,Detroit Pistons,32,12,3,2,1,0.545,37.0
287,2015-12-20,5,Nikola Jokic,8,Denver Nuggets,False,15,Memphis Grizzlies,34,14,3,1,2,0.485,35.3
288,2004-12-23,5,Nikola Jokic,8,Denver Nuggets,False,26,Sacramento Kings,29,15,8,1,3,0.497,33.4
289,2015-02-08,7,Kyrie Irving,7,Dallas Mavericks,False,30,Washington Wizards,14,15,6,0,0,0.592,39.7
290,2005-08-17,6,Luka Doncic,14,Los Angeles Lakers,True,11,Houston Rockets,17,9,6,3,2,0.409,30.5
291,2005-12-20,2,Stephen Curry,10,Golden State Warriors,True,27,San Antonio Spurs,26,9,9,1,2,0.497,40.3
292,2007-12-31,2,Stephen Curry,10,Golden State Warriors,False,25,Portland Trail Blazers,34,13,4,4,1,0.403,37.4
293,2024-03-13,8,Anthony Davis,7,Dallas Mavericks,False,21,Oklahoma City Thunder,21,7,3,2,2,0.594,33.2
294,2013-02-19,6,Luka Doncic,14,Los Angeles Lakers,True,27,San Antonio Spurs,16,6,3,3,2,0.589,30.0
295,2024-03-01,8,Anthony Davis,7,Dallas Mavericks,True,18,Minnesota Timberwolves,16,3,9,1,3,0.406,30.3
296,2000-08-16,3,Jason Tatum,2,Boston Celtics,False,5,Chicago Bulls,34,6,4,3,3,0.404,39.0
297,2020-04-29,3,Jason Tatum,2,Boston Celtics,True,13,LA Clippers,31,8,5,1,2,0.449,41.0
298,2003-07-02,1,LeBron James,14,Los Angeles Lakers,True,22,Orlando Magic,14,14,9,2,2,0.547,38.0
299,2021-12-02,7,Kyrie Irving,7,Dallas Mavericks,False,8,Denver Nuggets,34,8,8,4,1,0.46,36.9
300,2006-07-17,2,Stephen Curry,10,Golden State Warriors,False,14,Los Angeles Lakers,33,3,3,4,3,0.451,35.0
301,2016-03-12,10,Russell Westbrook,8,Denver Nuggets,False,26,Sacramento Kings,29,12,10,5,3,0.515,40.5
302,2009-11-25,2,Stephen Curry,10,Golden State Warriors,True,27,San Antonio Spurs,30,3,8,5,1,0.548,39.2
303,2011-06-27,6,Luka Doncic,14,Los Angeles Lakers,True,11,Houston Rockets,11,15,3,1,1,0.565,36.5
304,2017-06-28,10,Russell Westbrook,8,Denver Nuggets,False,6,Cleveland Cavaliers,40,10,5,5,2,0.44,36.0
305,2006-05-10,7,Kyrie Irving,7,Dallas Mavericks,True,22,Orlando Magic,11,12,10,2,2,0.59,30.9
306,2006-01-04,10,Russell Westbrook,8,Denver Nuggets,True,23,Philadelphia 76ers,24,15,10,1,3,0.553,40.9
307,2015-08-16,5,Nikola Jokic,8,Denver Nuggets,True,1,Atlanta Hawks,13,3,8,1,1,0.563,38.4
308,2000-04-19,6,Luka Doncic,14,Los Angeles Lakers,False,27,San Antonio Spurs,17,12,5,0,0,0.522,35.6
309,2024-12-07,5,Nikola Jokic,8,Denver Nuggets,True,28,Toronto Raptors,34,5,8,3,3,0.405,40.5
310,2010-06-09,8,Anthony Davis,7,Dallas Mavericks,True,4,Charlotte Hornets,22,13,7,2,0,0.427,36.1
311,2010-05-21,9,Kawhi Leonard,13,LA Clippers,True,21,Oklahoma City Thunder,30,10,6,4,3,0.487,31.3
312,2008-04-07,8,Anthony Davis,7,Dallas Mavericks,True,3,Brooklyn Nets,21,10,5,2,0,0.467,31.2
313,2014-09-01,8,Anthony Davis,7,Dallas Mavericks,True,16,Miami Heat,31,3,8,5,3,0.556,33.8
314,2014-02-03,8,Anthony Davis,7,Dallas Mavericks,False,16,Miami Heat,14,10,9,4,0,0.402,30.8
315,2003-06-09,5,Nikola Jokic,8,Denver Nuggets,True,23,Philadelphia 76ers,25,13,9,3,2,0.522,33.4
316,2002-08-13,3,Jason Tatum,2,Boston Celtics,True,9,Detroit Pistons,23,12,10,2,3,0.401,32.1
317,2017-07-14,7,Kyrie Irving,7,Dallas Mavericks,True,19,New Orleans Pelicans,15,9,3,2,0,0.519,38.7
318,2002-10-31,1,LeBron James,14,Los Angeles Lakers,True,18,Minnesota Timberwolves,11,6,7,3,2,0.514,32.9
319,2024-07-20,4,Jaylen Brown,2,Boston Celtics,True,29,Utah Jazz,19,4,5,3,3,0.579,34.0
320,2006-01-14,8,Anthony Davis,7,Dallas Mavericks,True,6,Cleveland Cavaliers,28,12,3,5,1,0.57,39.4
321,2020-11-11,4,Jaylen Brown,2,Boston Celtics,False,7,Dallas Mavericks,13,8,6,5,1,0.533,39.6
322,2022-11-24,7,Kyrie Irving,7,Dallas Mavericks,True,16,Miami Heat,21,11,8,5,0,0.524,33.4
323,2003-05-27,3,Jason Tatum,2,Boston Celtics,True,11,Houston Rockets,20,15,9,3,1,0.594,38.9
324,2011-04-06,8,Anthony Davis,7,Dallas Mavericks,True,13,LA Clippers,36,4,6,5,2,0.544,38.0
325,2008-08-09,3,Jason Tatum,2,Boston Celtics,True,21,Oklahoma City Thunder,17,7,5,4,3,0.526,32.5
326,2004-03-26,5,Nikola Jokic,8,Denver Nuggets,False,5,Chicago Bulls,13,4,4,2,3,0.511,37.7
327,2017-05-07,2,Stephen Curry,10,Golden State Warriors,False,4,Charlotte Hornets,13,14,5,1,0,0.49,37.7
328,2006-01-15,4,Jaylen Brown,2,Boston Celtics,False,19,New Orleans Pelicans,10,5,5,5,1,0.45,39.2
329,2000-09-04,2,Stephen Curry,10,Golden State Warriors,True,18,Minnesota Timberwolves,22,6,9,3,1,0.473,37.6
330,2015-04-05,5,Nikola Jokic,8,Denver Nuggets,True,4,Charlotte Hornets,31,5,10,1,3,0.459,30.2
331,2014-02-14,10,Russell Westbrook,8,Denver Nuggets,True,20,New York Knicks,31,9,6,3,3,0.445,32.8
332,2006-06-18,6,Luka Doncic,14,Los Angeles Lakers,False,21,Oklahoma City Thunder,21,15,3,0,1,0.412,37.4
333,2022-06-12,5,Nikola Jokic,8,Denver Nuggets,True,2,Boston Celtics,30,12,6,4,3,0.588,39.2
334,2005-10-22,4,Jaylen Brown,2,Boston Celtics,True,29,Utah Jazz,19,6,7,3,1,0.576,35.4
335,2023-06-06,4,Jaylen Brown,2,Boston Celtics,False,5,Chicago Bulls,27,3,4,0,2,0.432,30.4
336,2013-02-27,4,Jaylen Brown,2,Boston Celtics,False,13,LA Clippers,34,10,5,2,3,0.519,36.6
337,2009-10-14,2,Stephen Curry,10,Golden State Warriors,False,9,Detroit Pistons,14,12,8,5,0,0.421,36.4
338,2007-04-24,5,Nikola Jokic,8,Denver Nuggets,True,21,Oklahoma City Thunder,13,3,3,5,1,0.404,39.9
339,2004-12-06,6,Luka Doncic,14,Los Angeles Lakers,True,26,Sacramento Kings,18,3,3,0,2,0.428,35.1
340,2011-07-21,8,Anthony Davis,7,Dallas Mavericks,False,15,Memphis Grizzlies,26,6,4,5,0,0.523,34.3
341,2012-05-22,6,Luka Doncic,14,Los Angeles Lakers,False,30,Washington Wizards,37,11,6,0,2,0.416,38.2
342,2019-12-07,5,Nikola Jokic,8,Denver Nuggets,False,3,Brooklyn Nets,31,4,9,5,2,0.448,34.4
343,2000-11-27,5,Nikola Jokic,8,Denver Nuggets,False,28,Toronto Raptors,19,11,3,4,2,0.477,34.5
344,2022-01-19,7,Kyrie Irving,7,Dallas Mavericks,False,6,Cleveland Cavaliers,22,11,10,0,3,0.435,30.2
345,2005-10-16,7,Kyrie Irving,7,Dallas Mavericks,True,6,Cleveland Cavaliers,19,10,5,1,0,0.496,37.5
346,2020-04-07,1,LeBron James,14,Los Angeles Lakers,False,13,LA Clippers,10,12,7,1,3,0.402,34.6
347,2025-03-18,2,Stephen Curry,10,Golden State Warriors,True,23,Philadelphia 76ers,32,14,9,2,1,0.417,38.9
348,2017-08-03,8,Anthony Davis,7,Dallas Mavericks,True,5,Chicago Bulls,40,13,5,0,2,0.469,32.9
349,2007-12-23,3,Jason Tatum,2,Boston Celtics,True,27,San Antonio Spurs,27,9,9,1,2,0.407,34.5
350,2017-11-17,6,Luka Doncic,14,Los Angeles Lakers,False,4,Charlotte Hornets,35,13,10,2,2,0.571,30.3
351,2022-04-20,7,Kyrie Irving,7,Dallas Mavericks,False,1,Atlanta Hawks,39,7,4,5,3,0.505,32.9
352,2011-06-30,9,Kawhi Leonard,13,LA Clippers,False,3,Brooklyn Nets,21,8,10,0,0,0.512,30.2
353,2022-12-24,3,Jason Tatum,2,Boston Celtics,False,7,Dallas Mavericks,26,7,6,3,2,0.529,35.2
354,2014-03-27,7,Kyrie Irving,7,Dallas Mavericks,True,4,Charlotte Hornets,28,6,8,5,2,0.403,37.0
355,2017-07-15,1,LeBron James,14,Los Angeles Lakers,True,28,Toronto Raptors,10,3,4,3,0,0.568,38.2
356,2010-06-06,7,Kyrie Irving,7,Dallas Mavericks,False,25,Portland Trail Blazers,30,14,5,2,2,0.447,32.3
357,2001-09-12,10,Russell Westbrook,8,Denver Nuggets,True,17,Milwaukee Bucks,27,8,4,0,3,0.499,39.4
358,2025-04-06,9,Kawhi Leonard,13,LA Clippers,True,19,New Orleans Pelicans,38,5,6,2,2,0.485,34.7
359,2008-12-21,1,LeBron James,14,Los Angeles Lakers,False,20,New York Knicks,13,4,7,0,0,0.585,39.0
360,2001-06-20,7,Kyrie Irving,7,Dallas Mavericks,True,28,Toronto Raptors,25,10,6,5,1,0.517,36.6
361,2016-06-01,4,Jaylen Brown,2,Boston Celtics,True,1,Atlanta Hawks,12,14,3,4,3,0.407,33.4
362,2019-02-01,2,Stephen Curry,10,Golden State Warriors,False,20,New York Knicks,19,7,7,1,2,0.595,38.0
363,2013-07-21,4,Jaylen Brown,2,Boston Celtics,True,18,Minnesota Timberwolves,32,8,3,2,2,0.488,37.0
364,2000-12-10,8,Anthony Davis,7,Dallas Mavericks,False,21,Oklahoma City Thunder,17,7,3,2,3,0.574,32.9
365,2014-12-01,7,Kyrie Irving,7,Dallas Mavericks,False,11,Houston Rockets,15,14,3,2,1,0.553,40.5
366,2023-06-23,6,Luka Doncic,14,Los Angeles Lakers,True,8,Denver Nuggets,24,11,4,5,1,0.562,39.1
367,2005-07-27,2,Stephen Curry,10,Golden State Warriors,True,13,LA Clippers,31,14,10,4,1,0.567,40.7
368,2024-05-04,2,Stephen Curry,10,Golden State Warriors,True,14,Los Angeles Lakers,17,14,8,0,1,0.563,40.6
369,2001-03-03,10,Russell Westbrook,8,Denver Nuggets,True,12,Indiana Pacers,23,4,4,4,0,0.522,37.9
370,2017-09-18,4,Jaylen Brown,2,Boston Celtics,False,23,Philadelphia 76ers,20,6,10,1,2,0.576,36.3
371,2008-05-05,4,Jaylen Brown,2,Boston Celtics,True,19,New Orleans Pelicans,34,6,7,1,1,0.53,39.6
372,2014-03-14,5,Nikola Jokic,8,Denver Nuggets,True,4,Charlotte Hornets,18,13,6,4,1,0.533,39.2
373,2021-11-06,10,Russell Westbrook,8,Denver Nuggets,True,30,Washington Wizards,13,14,8,2,2,0.457,36.8
374,2019-04-13,2,Stephen Curry,10,Golden State Warriors,True,22,Orlando Magic,12,10,8,3,0,0.414,38.7
375,2015-06-28,6,Luka Doncic,14,Los Angeles Lakers,False,23,Philadelphia 76ers,31,9,7,5,1,0.504,32.4
376,2000-02-07,3,Jason Tatum,2,Boston Celtics,True,27,San Antonio Spurs,39,9,10,4,0,0.592,39.3
377,2002-05-22,3,Jason Tatum,2,Boston Celtics,True,6,Cleveland Cavaliers,31,5,7,1,1,0.411,39.7
378,2006-09-10,10,Russell Westbrook,8,Denver Nuggets,False,26,Sacramento Kings,16,3,10,0,2,0.524,38.7
379,2023-12-23,5,Nikola Jokic,8,Denver Nuggets,False,25,Portland Trail Blazers,31,5,7,1,0,0.529,35.2
380,2013-07-03,10,Russell Westbrook,8,Denver Nuggets,False,16,Miami Heat,39,5,7,0,0,0.495,37.9
381,2000-09-12,8,Anthony Davis,7,Dallas Mavericks,True,29,Utah Jazz,39,4,9,3,3,0.59,37.6
382,2002-06-12,8,Anthony Davis,7,Dallas Mavericks,False,19,New Orleans Pelicans,16,4,3,5,1,0.497,40.8
383,2012-07-15,5,Nikola Jokic,8,Denver Nuggets,True,20,New York Knicks,29,12,7,1,1,0.536,37.1
384,2017-10-13,4,Jaylen Brown,2,Boston Celtics,False,8,Denver Nuggets,36,12,3,5,0,0.5,34.4
385,2019-07-18,1,LeBron James,14,Los Angeles Lakers,True,29,Utah Jazz,20,3,7,3,1,0.594,32.9
386,2008-08-16,3,Jason Tatum,2,Boston Celtics,True,3,Brooklyn Nets,24,13,8,0,3,0.458,30.3
387,2014-03-26,9,Kawhi Leonard,13,LA Clippers,True,2,Boston Celtics,13,12,3,5,2,0.446,36.2
388,2013-02-07,3,Jason Tatum,2,Boston Celtics,False,8,Denver Nuggets,22,14,9,0,2,0.53,34.7
389,2020-09-27,1,LeBron James,14,Los Angeles Lakers,False,23,Philadelphia 76ers,36,15,10,4,0,0.47,40.4
390,2004-06-28,7,Kyrie Irving,7,Dallas Mavericks,True,18,Minnesota Timberwolves,39,10,7,1,2,0.414,30.4
391,2000-11-20,4,Jaylen Brown,2,Boston Celtics,True,10,Golden State Warriors,34,7,8,0,0,0.579,38.0
392,2008-02-27,4,Jaylen Brown,2,Boston Celtics,False,9,Detroit Pistons,33,5,5,1,0,0.434,35.0
393,2005-03-27,5,Nikola Jokic,8,Denver Nuggets,True,24,Phoenix Suns,11,8,8,3,3,0.403,30.8
394,2014-09-14,2,Stephen Curry,10,Golden State Warriors,False,16,Miami Heat,30,12,3,1,0,0.595,37.2
395,2017-07-18,4,Jaylen Brown,2,Boston Celtics,True,5,Chicago Bulls,17,4,3,5,2,0.531,32.3
396,2019-09-15,2,Stephen Curry,10,Golden State Warriors,True,26,Sacramento Kings,14,7,7,1,3,0.441,36.2
397,2015-12-12,2,Stephen Curry,10,Golden State Warriors,False,23,Philadelphia 76ers,16,13,7,0,2,0.502,32.1
398,2012-12-07,4,Jaylen Brown,2,Boston Celtics,False,18,Minnesota Timberwolves,16,8,7,4,1,0.52,36.7
399,2017-12-30,5,Nikola Jokic,8,Denver Nuggets,True,4,Charlotte Hornets,14,13,10,4,1,0.513,31.5
400,2023-05-31,9,Kawhi Leonard,13,LA Clippers,False,2,Boston Celtics,28,7,6,0,1,0.452,39.6
401,2021-03-06,7,Kyrie Irving,7,Dallas Mavericks,False,1,Atlanta Hawks,40,12,7,3,3,0.438,35.0
402,2005-11-04,1,LeBron James,14,Los Angeles Lakers,True,2,Boston Celtics,31,10,10,5,1,0.461,34.6
403,2024-02-27,6,Luka Doncic,14,Los Angeles Lakers,False,15,Memphis Grizzlies,12,4,8,0,3,0.597,31.9
404,2010-05-31,4,Jaylen Brown,2,Boston Celtics,False,26,Sacramento Kings,39,10,9,0,3,0.593,39.2
405,2020-04-18,9,Kawhi Leonard,13,LA Clippers,True,14,Los Angeles Lakers,23,8,7,2,2,0.402,35.5
406,2005-09-07,10,Russell Westbrook,8,Denver Nuggets,True,4,Charlotte Hornets,14,6,5,3,2,0.58,40.4
407,2019-07-27,5,Nikola Jokic,8,Denver Nuggets,True,4,Charlotte Hornets,19,10,8,4,2,0.414,35.3
408,2011-09-26,8,Anthony Davis,7,Dallas Mavericks,False,21,Oklahoma City Thunder,10,5,9,2,0,0.542,32.9
409,2020-09-07,6,Luka Doncic,14,Los Angeles Lakers,False,9,Detroit Pistons,37,7,4,3,1,0.46,39.6
410,2010-08-03,7,Kyrie Irving,7,Dallas Mavericks,False,17,Milwaukee Bucks,19,10,9,2,0,0.451,31.5
411,2013-01-11,7,Kyrie Irving,7,Dallas Mavericks,False,23,Philadelphia 76ers,26,5,6,1,3,0.512,37.1
412,2018-12-30,9,Kawhi Leonard,13,LA Clippers,False,24,Phoenix Suns,16,12,5,3,3,0.42,39.2
413,2008-07-17,3,Jason Tatum,2,Boston Celtics,False,1,Atlanta Hawks,11,6,4,3,1,0.513,37.0
414,2021-08-20,5,Nikola Jokic,8,Denver Nuggets,False,4,Charlotte Hornets,38,7,9,3,0,0.402,31.2
415,2022-08-14,3,Jason Tatum,2,Boston Celtics,False,23,Philadelphia 76ers,33,5,5,2,0,0.443,39.0
416,2018-07-05,3,Jason Tatum,2,Boston Celtics,True,5,Chicago Bulls,29,7,9,2,3,0.551,32.6
417,2010-12-28,9,Kawhi Leonard,13,LA Clippers,True,27,San Antonio Spurs,21,15,10,1,1,0.59,30.5
418,2007-02-08,4,Jaylen Brown,2,Boston Celtics,False,7,Dallas Mavericks,11,6,10,5,0,0.457,36.1
419,2015-07-05,8,Anthony Davis,7,Dallas Mavericks,False,29,Utah Jazz,29,8,3,0,0,0.417,37.2
420,2014-06-13,10,Russell Westbrook,8,Denver Nuggets,False,11,Houston Rockets,35,13,9,4,0,0.476,34.9
421,2023-12-06,9,Kawhi Leonard,13,LA Clippers,False,10,Golden State Warriors,14,6,10,1,2,0.432,31.0
422,2005-03-24,8,Anthony Davis,7,Dallas Mavericks,False,6,Cleveland Cavaliers,36,15,8,5,2,0.581,32.9
423,2000-02-19,5,Nikola Jokic,8,Denver Nuggets,False,21,Oklahoma City Thunder,11,10,10,1,3,0.506,37.7
424,2014-11-04,2,Stephen Curry,10,Golden State Warriors,False,4,Charlotte Hornets,10,7,5,4,3,0.531,40.2
425,2008-05-15,8,Anthony Davis,7,Dallas Mavericks,False,15,Memphis Grizzlies,31,6,10,2,0,0.451,39.9
426,2004-12-12,4,Jaylen Brown,2,Boston Celtics,True,18,Minnesota Timberwolves,35,15,3,5,3,0.405,40.4
427,2023-07-24,6,Luka Doncic,14,Los Angeles Lakers,True,10,Golden State Warriors,21,9,6,4,1,0.56,32.0
428,2024-08-29,4,Jaylen Brown,2,Boston Celtics,True,12,Indiana Pacers,30,11,4,3,3,0.448,35.5
429,2013-02-01,3,Jason Tatum,2,Boston Celtics,False,8,Denver Nuggets,33,13,3,4,3,0.405,32.6
430,2013-12-13,5,Nikola Jokic,8,Denver Nuggets,False,11,Houston Rockets,13,14,9,3,3,0.412,33.2
431,2010-07-19,2,Stephen Curry,10,Golden State Warriors,False,3,Brooklyn Nets,19,10,8,4,2,0.584,33.0
432,2017-08-09,1,LeBron James,14,Los Angeles Lakers,True,12,Indiana Pacers,37,14,5,1,1,0.497,39.2
433,2009-10-06,5,Nikola Jokic,8,Denver Nuggets,True,9,Detroit Pistons,31,13,7,1,3,0.57,31.6
434,2003-03-18,3,Jason Tatum,2,Boston Celtics,False,26,Sacramento Kings,29,7,5,2,3,0.44,39.7
435,2014-02-24,1,LeBron James,14,Los Angeles Lakers,True,15,Memphis Grizzlies,23,7,5,2,3,0.529,31.1
436,2014-09-20,9,Kawhi Leonard,13,LA Clippers,False,2,Boston Celtics,24,11,7,0,1,0.515,40.5
437,2022-04-29,3,Jason Tatum,2,Boston Celtics,False,15,Memphis Grizzlies,18,13,6,0,1,0.43,34.8
438,2004-02-20,1,LeBron James,14,Los Angeles Lakers,False,30,Washington Wizards,15,5,3,4,2,0.58,39.8
439,2014-01-28,5,Nikola Jokic,8,Denver Nuggets,False,2,Boston Celtics,17,8,6,0,1,0.411,36.2
440,2016-11-09,7,Kyrie Irving,7,Dallas Mavericks,True,23,Philadelphia 76ers,40,10,6,0,3,0.525,37.3
441,2020-01-27,3,Jason Tatum,2,Boston Celtics,True,17,Milwaukee Bucks,36,5,8,2,0,0.444,40.0
442,2005-04-07,1,LeBron James,14,Los Angeles Lakers,False,18,Minnesota Timberwolves,30,7,10,0,1,0.529,37.0
443,2016-03-06,10,Russell Westbrook,8,Denver Nuggets,True,21,Oklahoma City Thunder,31,5,6,1,2,0.534,38.6
444,2024-12-09,4,Jaylen Brown,2,Boston Celtics,True,11,Houston Rockets,34,3,5,5,2,0.444,40.5
445,2023-12-04,7,Kyrie Irving,7,Dallas Mavericks,True,5,Chicago Bulls,11,8,10,4,0,0.576,36.5
446,2011-06-25,6,Luka Doncic,14,Los Angeles Lakers,True,5,Chicago Bulls,17,4,6,2,2,0.461,39.5
